returned,price,discount_pct,shipping_days,late_delivery,category,device,membership,prior_returns,prior_purchases,region
0,175.58,0,3,1,Home,Desktop,Gold,0,11,MW
0,49.9,0.09,1,0,Apparel,Mobile,Gold,1,17,NE
0,64.84,0.28,4,0,Shoes,Mobile,None,0,4,S
0,107.16,0.05,5,1,Home,Mobile,None,1,4,MW
0,67.13,0.24,1,0,Shoes,Mobile,None,0,2,NE
0,61.12,0.05,2,0,Shoes,Desktop,Gold,0,4,NE
0,108.56,0.09,4,0,Home,Mobile,None,1,5,MW
0,46.79,0.27,4,0,Beauty,Mobile,Silver,0,4,S
0,28.15,0.16,5,0,Apparel,Desktop,Gold,1,7,West
0,38.68,0.16,4,1,Beauty,Desktop,None,0,1,MW
1,53.43,0.15,4,1,Shoes,Desktop,None,0,2,West
0,37.44,0.24,5,0,Beauty,Desktop,Gold,1,10,MW
0,65.97,0.14,3,0,Apparel,Desktop,None,0,4,S
0,42.98,0.19,2,0,Beauty,Desktop,Gold,0,10,MW
0,240.71,0.08,2,0,Home,Desktop,Silver,0,3,West
0,243.4,0.03,2,0,Electronics,Mobile,None,1,1,S
0,231.63,0.18,2,0,Home,Mobile,Silver,1,5,NE
1,70.14,0.08,4,0,Shoes,Mobile,None,0,2,S
1,171.8,0.14,5,0,Electronics,Mobile,None,0,5,S
1,86.17,0.23,4,1,Shoes,Mobile,None,0,9,NE
0,207.5,0,3,0,Electronics,Mobile,Silver,0,1,MW
1,81.75,0.24,5,0,Home,Mobile,Gold,1,6,West
1,33.26,0.17,4,1,Beauty,Desktop,None,0,1,NE
0,98.51,0.08,2,1,Apparel,Desktop,Silver,0,6,MW
0,90.78,0.23,1,0,Home,Mobile,Gold,0,3,NE
0,63.98,0.26,3,0,Apparel,Mobile,Silver,0,11,MW
0,151.6,0.05,5,0,Home,Desktop,Gold,1,8,West
1,144.43,0.13,5,0,Home,Desktop,Gold,0,3,West
1,219.54,0.14,1,0,Electronics,Mobile,Silver,0,6,S
1,239.93,0.16,4,0,Home,Mobile,None,0,2,S
0,125.56,0.07,5,1,Home,Desktop,None,0,2,West
0,52.02,0.26,2,1,Beauty,Mobile,None,0,5,S
0,123.58,0.3,3,1,Electronics,Mobile,None,0,2,MW
1,151.35,0.26,2,0,Shoes,Mobile,None,1,6,West
0,133.2,0.16,4,0,Home,Mobile,None,0,6,West
1,48.73,0.12,3,0,Apparel,Mobile,None,0,3,MW
1,120.86,0.4,3,0,Shoes,Mobile,None,0,1,MW
1,284.77,0.03,3,1,Electronics,Mobile,Gold,0,8,S
0,113.52,0.02,3,0,Home,Desktop,Silver,0,9,S
0,27.26,0.17,3,0,Apparel,Desktop,None,0,0,S
1,137.99,0.01,3,0,Electronics,Mobile,Silver,0,2,MW
0,21.66,0,4,0,Beauty,Mobile,Silver,1,9,S
0,136.43,0.07,5,0,Shoes,Desktop,None,0,4,West
0,144.13,0,2,0,Home,Mobile,None,0,0,NE
0,41.32,0.48,3,1,Apparel,Mobile,Gold,2,6,MW
0,15.57,0.39,2,0,Beauty,Desktop,Gold,2,42,NE
0,132.99,0,4,0,Home,Desktop,None,0,1,West
1,138.79,0.07,1,0,Home,Mobile,Silver,0,7,MW
0,72.07,0.23,4,0,Apparel,Mobile,Gold,0,6,West
0,111.41,0.04,1,0,Electronics,Desktop,Gold,0,3,MW
0,296.95,0.19,4,0,Electronics,Desktop,None,0,3,S
1,124.55,0.2,3,0,Home,Mobile,Gold,0,9,West
1,38.88,0.31,1,0,Apparel,Mobile,Gold,1,13,S
1,145.62,0.17,1,0,Shoes,Desktop,None,0,6,S
0,36.7,0.28,4,0,Apparel,Mobile,None,0,8,MW
0,44.04,0.26,4,0,Apparel,Desktop,None,0,4,NE
0,46.95,0.32,2,0,Apparel,Mobile,None,0,1,West
0,67.63,0.01,1,0,Apparel,Desktop,None,0,1,S
0,65.73,0.19,4,0,Apparel,Mobile,Silver,0,2,MW
1,22.82,0.27,5,0,Beauty,Mobile,None,0,1,West
0,74.98,0.23,1,0,Shoes,Mobile,Gold,2,25,West
0,104.97,0.08,2,0,Home,Mobile,None,0,2,MW
0,176.35,0.21,3,0,Home,Mobile,Gold,1,7,S
0,246.5,0.09,2,0,Home,Desktop,Gold,0,4,S
1,85.01,0.18,2,0,Shoes,Mobile,Gold,1,3,S
0,70.72,0.22,2,0,Apparel,Desktop,Gold,1,11,NE
0,148.83,0.17,4,0,Shoes,Mobile,None,1,4,S
1,275.87,0.07,6,1,Electronics,Desktop,Silver,1,12,West
0,229.49,0.24,3,0,Electronics,Mobile,None,0,4,MW
0,133.78,0.22,2,0,Home,Desktop,None,0,1,S
1,54.72,0.24,4,0,Shoes,Desktop,None,0,4,West
0,63.47,0.26,5,1,Shoes,Mobile,None,0,6,S
0,44.65,0.24,3,1,Shoes,Desktop,Gold,0,8,MW
0,36.69,0.22,3,0,Apparel,Mobile,Gold,2,14,NE
0,119.18,0.3,4,0,Electronics,Mobile,Gold,0,4,West
1,88.68,0.1,1,0,Shoes,Desktop,Silver,0,6,S
0,27.45,0.15,2,0,Apparel,Desktop,None,0,4,MW
0,361.35,0.15,1,0,Electronics,Mobile,None,1,2,NE
1,29.19,0.31,4,0,Beauty,Desktop,Gold,0,5,West
0,36.66,0.06,2,0,Beauty,Desktop,Gold,1,6,S
0,453.29,0.09,5,1,Electronics,Mobile,None,1,4,West
1,52.94,0.06,4,0,Shoes,Mobile,Silver,0,3,S
0,185.46,0,3,0,Shoes,Mobile,Silver,1,0,S
1,305.01,0.23,4,1,Electronics,Mobile,Gold,1,4,S
0,66.95,0.24,4,1,Home,Desktop,None,0,4,MW
1,243.94,0.19,3,0,Electronics,Desktop,None,0,0,NE
0,306.6,0.12,2,0,Electronics,Desktop,Gold,0,2,NE
0,32.92,0.24,4,1,Apparel,Desktop,Gold,1,4,West
0,34.38,0.22,2,0,Beauty,Desktop,None,0,1,MW
0,255.59,0.06,2,0,Electronics,Mobile,None,1,4,MW
0,148.73,0.18,5,1,Electronics,Mobile,Silver,0,0,MW
0,65.27,0.15,4,1,Apparel,Mobile,Gold,1,9,West
1,36.47,0,5,0,Apparel,Desktop,None,0,1,S
1,65.43,0.35,3,0,Shoes,Mobile,Gold,1,14,West
0,14.26,0.31,2,0,Beauty,Mobile,None,1,7,MW
0,37.53,0.28,1,0,Beauty,Mobile,None,0,0,NE
0,121.59,0.3,2,0,Electronics,Desktop,None,2,5,MW
0,196.77,0.04,1,0,Electronics,Mobile,Silver,1,7,S
0,26.6,0.41,3,0,Beauty,Desktop,None,0,2,MW
0,18.03,0.21,3,1,Beauty,Mobile,Gold,0,5,S
1,400.41,0.09,3,1,Electronics,Mobile,None,0,1,West
0,59.3,0.2,2,0,Home,Mobile,None,0,2,NE
1,26.11,0.26,3,1,Beauty,Mobile,None,2,4,West
0,48.91,0.39,2,0,Beauty,Mobile,None,0,5,NE
1,102.93,0.16,2,0,Electronics,Desktop,None,0,3,MW
1,131.52,0.29,5,1,Electronics,Mobile,Silver,0,7,West
0,59.32,0.04,4,0,Beauty,Mobile,None,0,2,MW
1,53.44,0.25,4,1,Apparel,Desktop,Gold,0,10,West
0,33.65,0.22,4,0,Apparel,Mobile,None,0,4,West
0,216.99,0.03,2,0,Electronics,Mobile,Silver,0,4,NE
0,139.74,0.01,3,1,Home,Desktop,Gold,0,15,MW
1,71.64,0.4,3,0,Shoes,Mobile,None,0,2,West
0,76.69,0.19,4,1,Shoes,Desktop,Gold,0,1,West
0,62.1,0.22,4,0,Apparel,Mobile,Gold,2,11,West
0,46.28,0.24,4,1,Apparel,Mobile,Gold,1,2,S
0,23.57,0.46,2,0,Beauty,Mobile,Silver,1,19,MW
1,140.61,0.27,5,1,Home,Mobile,None,0,0,MW
0,48.75,0.12,4,0,Apparel,Desktop,Gold,1,18,S
0,63.35,0.31,3,0,Beauty,Mobile,None,0,1,S
0,63.92,0.15,3,1,Apparel,Desktop,None,0,3,MW
1,49.64,0.2,3,1,Apparel,Desktop,Gold,0,29,S
0,182.24,0.02,4,1,Home,Mobile,None,0,4,NE
1,32.1,0.29,3,0,Beauty,Mobile,Gold,2,40,MW
0,262.86,0.36,3,0,Electronics,Mobile,None,0,1,West
0,120.95,0.24,1,0,Home,Mobile,Silver,2,8,MW
0,132.76,0.1,3,1,Electronics,Desktop,Silver,0,4,MW
0,125.22,0.26,1,0,Shoes,Desktop,None,1,4,S
1,138.34,0.17,3,0,Electronics,Desktop,Silver,0,5,West
0,111.17,0.09,2,0,Home,Mobile,Silver,0,6,S
0,105.72,0.1,2,0,Home,Mobile,Gold,0,7,S
1,67.78,0.34,3,1,Apparel,Mobile,Gold,0,14,MW
0,32.61,0.07,3,1,Beauty,Mobile,Silver,0,11,NE
1,97.41,0.22,4,0,Home,Desktop,None,0,6,West
0,98.39,0.23,5,0,Shoes,Desktop,None,1,6,West
1,49.3,0.21,4,0,Apparel,Desktop,Silver,0,19,MW
1,215.67,0.16,4,1,Electronics,Mobile,Silver,0,7,West
0,129.24,0.15,3,0,Shoes,Mobile,None,0,1,S
1,89.4,0.12,3,0,Shoes,Desktop,Silver,0,1,S
0,34.77,0.29,3,1,Apparel,Desktop,None,0,2,NE
1,51.18,0.26,5,0,Apparel,Desktop,None,0,1,S
0,140.52,0.43,4,0,Shoes,Mobile,Silver,1,7,West
1,47.01,0.38,2,0,Apparel,Mobile,Gold,0,20,S
0,110.04,0.23,1,0,Home,Desktop,None,1,2,NE
0,55.31,0.26,2,1,Beauty,Desktop,Silver,1,5,MW
0,61.99,0.3,2,0,Beauty,Desktop,None,0,0,MW
0,341.18,0.32,4,0,Electronics,Mobile,Silver,0,7,NE
0,24.56,0.26,2,0,Apparel,Desktop,Gold,1,11,NE
0,46.26,0.39,1,0,Apparel,Mobile,None,0,2,NE
0,46.7,0.16,3,0,Apparel,Mobile,Silver,0,4,S
0,270.82,0.24,3,0,Electronics,Desktop,None,0,2,S
1,36.66,0.2,3,1,Apparel,Desktop,None,1,6,West
1,33.47,0.22,4,0,Beauty,Desktop,Silver,0,0,MW
1,128.89,0,4,0,Home,Desktop,None,0,10,West
1,92.67,0.3,2,0,Shoes,Desktop,None,0,3,NE
1,217.79,0,5,1,Electronics,Desktop,Silver,0,2,West
0,71.89,0.16,3,0,Apparel,Mobile,Gold,0,2,West
0,231.41,0.18,5,0,Home,Mobile,None,0,3,West
0,150.54,0.17,3,0,Home,Mobile,Silver,1,16,NE
0,127.2,0.11,1,0,Home,Desktop,Gold,3,17,NE
0,152.76,0.25,2,0,Home,Desktop,Silver,0,10,West
0,36.76,0.3,3,0,Apparel,Mobile,Silver,3,7,West
0,103.58,0.08,5,0,Home,Desktop,None,0,1,West
0,51.58,0.39,2,0,Apparel,Mobile,Silver,0,5,MW
1,35.3,0.31,2,0,Apparel,Desktop,Gold,1,22,NE
0,29.77,0.27,4,0,Apparel,Desktop,Silver,0,12,S
1,55.26,0.15,3,0,Apparel,Mobile,Gold,2,6,West
0,36.27,0.22,3,0,Apparel,Desktop,Gold,1,16,West
1,73.07,0.15,3,0,Shoes,Desktop,Silver,0,2,West
0,374.32,0.28,1,1,Electronics,Desktop,None,1,5,NE
1,127.74,0.24,4,1,Home,Mobile,None,0,4,MW
1,154.75,0.08,4,0,Electronics,Mobile,None,0,3,MW
0,138.4,0.16,3,1,Electronics,Mobile,Gold,5,30,NE
1,70.16,0.19,3,0,Apparel,Mobile,Silver,0,2,NE
0,77.66,0.18,1,0,Apparel,Mobile,Gold,2,9,S
1,176.57,0.16,4,1,Electronics,Desktop,None,0,1,MW
0,140.8,0.04,3,0,Home,Mobile,None,1,2,S
0,62.82,0.27,4,1,Shoes,Mobile,Silver,1,5,West
0,21.67,0.19,1,0,Beauty,Desktop,Gold,0,26,NE
1,39.99,0.17,4,1,Apparel,Desktop,None,1,6,MW
1,56.94,0.24,5,0,Shoes,Desktop,None,0,3,S
0,40.63,0.24,3,0,Beauty,Desktop,None,1,8,S
0,64.92,0.07,3,0,Shoes,Mobile,Silver,0,3,S
0,337.14,0.38,3,0,Electronics,Mobile,Silver,1,10,S
0,55.54,0.26,3,0,Apparel,Mobile,None,0,1,NE
0,201.62,0.05,3,0,Electronics,Mobile,None,0,7,West
0,84.35,0,4,1,Electronics,Desktop,Gold,0,11,West
0,121.66,0,3,1,Electronics,Desktop,None,1,0,West
1,36.15,0.13,4,0,Apparel,Mobile,None,0,2,MW
1,96.67,0.15,5,1,Home,Mobile,Silver,1,17,S
0,36.48,0.41,1,0,Beauty,Desktop,None,0,3,MW
0,55.88,0.41,3,0,Apparel,Mobile,Silver,0,4,MW
0,114.12,0.17,2,0,Shoes,Mobile,Gold,0,7,MW
0,50.21,0.26,4,0,Apparel,Mobile,None,0,4,West
1,241.18,0,4,1,Electronics,Desktop,None,0,4,NE
1,46.82,0.19,5,0,Apparel,Mobile,Silver,0,6,S
1,297.87,0.09,5,0,Electronics,Mobile,None,0,3,S
0,40.62,0.43,2,0,Beauty,Mobile,Silver,2,6,S
0,35.96,0.35,4,1,Apparel,Desktop,Gold,0,3,S
0,71.95,0.27,3,0,Apparel,Desktop,Gold,0,19,MW
0,33.94,0.21,2,0,Beauty,Mobile,None,0,0,S
0,305.82,0.17,1,0,Electronics,Desktop,Gold,1,19,MW
0,27.96,0.32,1,0,Apparel,Desktop,None,0,2,NE
1,328.55,0.21,6,1,Electronics,Desktop,None,0,0,West
0,28.33,0.37,4,1,Beauty,Mobile,Gold,0,11,NE
1,51.36,0,2,0,Apparel,Desktop,None,2,1,West
1,273.65,0.04,3,0,Electronics,Mobile,Gold,1,11,MW
1,157.94,0.22,4,0,Home,Mobile,Gold,0,6,MW
1,277.46,0.07,2,0,Electronics,Desktop,None,0,3,NE
1,167.4,0.35,3,1,Home,Mobile,Silver,1,5,NE
0,62.2,0.3,4,1,Apparel,Desktop,None,0,3,West
1,24.02,0.28,1,0,Beauty,Desktop,Gold,1,5,MW
0,113.74,0.13,5,0,Home,Mobile,Silver,0,5,S
1,27.65,0.19,5,0,Beauty,Desktop,None,0,3,MW
0,56.61,0.05,1,0,Home,Mobile,Gold,0,6,S
0,39.59,0.17,3,0,Apparel,Mobile,Silver,2,13,S
1,156.23,0.37,4,1,Shoes,Mobile,None,0,1,West
1,109.23,0.21,2,0,Home,Mobile,Gold,1,7,MW
0,26.02,0.17,4,0,Apparel,Mobile,Gold,2,28,S
0,69.66,0.23,2,0,Home,Desktop,Silver,0,5,S
1,128.42,0.22,5,0,Home,Desktop,None,1,1,MW
0,50.73,0.17,4,0,Beauty,Mobile,Silver,0,8,S
0,163.43,0.05,4,0,Electronics,Desktop,Silver,0,3,West
1,106.43,0.35,2,1,Apparel,Mobile,Gold,0,4,MW
0,37.29,0.28,4,1,Beauty,Desktop,Gold,1,44,West
0,41.52,0.14,3,0,Apparel,Mobile,None,0,2,MW
0,243.49,0.3,4,1,Electronics,Mobile,Silver,0,7,West
1,46.8,0.23,4,1,Apparel,Mobile,None,0,1,S
0,192.04,0.18,2,0,Home,Mobile,Silver,0,8,S
0,166.17,0.37,2,0,Shoes,Mobile,Gold,0,5,MW
1,43.71,0.14,3,0,Shoes,Desktop,Gold,1,0,West
0,109.21,0.06,2,0,Home,Desktop,Silver,0,2,MW
0,33.61,0.07,1,0,Beauty,Mobile,Gold,0,1,S
1,223.31,0.21,3,0,Home,Mobile,None,0,2,West
1,57.95,0.29,4,1,Beauty,Mobile,None,0,3,West
0,213.73,0.02,2,0,Electronics,Mobile,Silver,0,4,West
0,48.55,0,2,0,Beauty,Mobile,Silver,0,2,S
0,25.87,0.27,3,0,Apparel,Mobile,None,0,0,MW
1,26.88,0.11,6,1,Beauty,Mobile,None,0,2,West
1,43.71,0.17,2,0,Apparel,Desktop,None,0,1,S
0,217.45,0.24,4,0,Electronics,Mobile,None,0,2,West
0,32.81,0.27,2,1,Apparel,Mobile,Silver,0,12,MW
0,251.77,0.06,2,0,Electronics,Desktop,Gold,1,18,West
1,170.51,0.05,4,0,Electronics,Desktop,Gold,0,7,West
0,34.49,0.07,4,0,Apparel,Mobile,Gold,1,12,S
1,86.55,0.25,2,0,Home,Desktop,None,0,1,NE
0,50.36,0.16,1,0,Beauty,Mobile,Silver,0,2,NE
1,37.87,0.15,5,0,Apparel,Desktop,None,0,2,S
0,19.88,0.15,2,0,Apparel,Desktop,None,1,4,MW
1,22.67,0.38,3,0,Beauty,Desktop,Gold,1,14,MW
0,124.83,0.07,3,0,Home,Mobile,Gold,1,30,West
0,44.75,0.27,2,0,Beauty,Mobile,Gold,0,2,West
1,61.99,0.12,3,0,Apparel,Mobile,Silver,1,4,S
1,43.93,0.06,3,0,Shoes,Mobile,None,0,3,NE
1,73.58,0.27,3,0,Apparel,Desktop,None,0,2,S
0,25.29,0.28,5,0,Beauty,Mobile,None,0,2,West
0,24.15,0.16,3,0,Beauty,Desktop,None,0,6,NE
1,67.33,0.23,3,1,Apparel,Desktop,None,0,3,NE
1,24.36,0.24,3,0,Beauty,Desktop,None,0,3,MW
0,102.33,0.1,5,0,Home,Desktop,None,0,2,MW
0,226.56,0.17,5,0,Electronics,Mobile,None,0,1,West
1,59.24,0.16,1,1,Apparel,Mobile,Silver,0,4,NE
1,144.39,0.36,2,0,Electronics,Mobile,None,1,2,NE
0,51.92,0.2,2,0,Apparel,Desktop,Gold,2,17,MW
0,42.22,0.29,4,1,Beauty,Mobile,None,0,0,S
0,90.13,0.15,3,1,Home,Desktop,Silver,1,7,NE
0,88.63,0.06,3,0,Shoes,Desktop,None,0,3,West
0,61.45,0.19,4,1,Shoes,Mobile,Gold,0,5,West
0,29.07,0.22,5,0,Beauty,Mobile,Silver,1,5,West
1,40.49,0.11,3,0,Apparel,Desktop,None,2,10,NE
0,127.09,0.12,4,1,Home,Mobile,Gold,0,9,S
1,77.59,0.2,4,0,Beauty,Desktop,Gold,0,13,NE
0,38.42,0.24,4,0,Apparel,Mobile,None,0,3,West
0,110.32,0.36,4,0,Shoes,Desktop,Silver,0,3,S
0,77.83,0.21,2,0,Home,Mobile,None,1,0,MW
1,187.74,0.08,5,1,Electronics,Desktop,None,0,5,West
0,71.87,0.24,3,0,Apparel,Mobile,Silver,0,1,S
0,82.67,0.05,3,0,Home,Desktop,Silver,0,0,MW
0,61.19,0,2,0,Home,Desktop,Silver,0,0,S
0,22.76,0.25,2,1,Beauty,Desktop,None,0,3,NE
1,37.6,0.18,3,1,Beauty,Mobile,Gold,0,4,NE
0,48.78,0.3,3,0,Apparel,Desktop,Silver,0,9,NE
1,87.12,0.08,2,0,Shoes,Mobile,Gold,4,17,S
1,109.3,0.16,4,1,Home,Desktop,None,0,3,West
0,35.83,0,4,1,Apparel,Desktop,None,0,0,MW
1,34.99,0.28,3,0,Beauty,Desktop,None,0,0,NE
0,34.44,0.22,1,1,Apparel,Desktop,None,1,5,NE
0,28.89,0.17,2,0,Beauty,Desktop,Gold,1,9,West
1,153.1,0.2,3,0,Electronics,Desktop,Silver,0,7,NE
0,120.93,0.09,4,0,Shoes,Desktop,Gold,0,9,West
0,130.83,0,2,0,Home,Desktop,None,1,7,MW
0,142.43,0.2,1,0,Electronics,Mobile,Gold,1,46,NE
0,19.89,0.22,6,1,Beauty,Mobile,None,1,1,S
1,24.34,0.22,4,1,Beauty,Mobile,None,1,4,West
0,37.77,0.21,4,0,Beauty,Mobile,None,1,1,S
1,55.8,0.39,2,1,Apparel,Mobile,Gold,0,14,S
0,89.94,0.24,5,1,Shoes,Mobile,Gold,0,11,S
0,153.27,0.23,3,1,Home,Desktop,None,0,1,MW
0,31.31,0.14,4,0,Beauty,Desktop,Gold,1,8,S
0,238.1,0,3,0,Electronics,Desktop,Gold,1,4,S
0,153.02,0.29,2,0,Home,Mobile,Silver,0,0,NE
1,49.64,0.29,4,1,Apparel,Mobile,Silver,0,5,West
1,25.77,0.13,5,1,Beauty,Desktop,None,1,1,S
0,48.67,0.32,4,0,Beauty,Mobile,Silver,0,3,West
0,40.67,0.24,4,0,Apparel,Mobile,Gold,1,2,S
0,377.77,0,4,0,Electronics,Desktop,Silver,0,10,West
1,210.28,0.16,5,1,Electronics,Mobile,None,0,1,S
1,109.89,0.33,2,1,Home,Mobile,None,0,0,NE
0,77.6,0.05,3,0,Home,Desktop,Gold,0,7,West
0,56.68,0.31,2,0,Apparel,Mobile,Silver,1,5,MW
1,185.07,0.15,3,0,Home,Desktop,None,0,1,West
0,32.05,0.09,2,0,Beauty,Desktop,None,0,1,NE
0,48.08,0.18,3,0,Apparel,Mobile,Silver,0,11,S
0,200.5,0,4,0,Electronics,Desktop,Silver,0,9,S
0,87.24,0.33,5,1,Shoes,Desktop,Gold,1,7,S
1,74.04,0.17,4,0,Shoes,Desktop,None,0,3,S
1,169.38,0.39,3,1,Electronics,Mobile,Silver,0,10,NE
0,80.1,0.2,2,0,Home,Mobile,Silver,0,1,NE
0,89.62,0.04,1,0,Shoes,Mobile,None,0,3,NE
0,59.85,0.21,3,0,Apparel,Mobile,Silver,0,4,West
1,183.06,0.04,4,0,Electronics,Mobile,Silver,0,4,West
1,105.54,0.31,4,0,Shoes,Desktop,None,1,8,West
1,25.9,0.44,4,0,Beauty,Desktop,None,0,1,S
0,230.97,0.17,5,1,Electronics,Desktop,Silver,0,10,West
1,112.49,0.3,4,1,Shoes,Desktop,Gold,0,3,West
0,103.94,0.08,1,0,Apparel,Desktop,Silver,1,13,S
0,181.24,0.28,3,0,Electronics,Desktop,None,0,0,S
1,234.83,0.15,4,1,Home,Mobile,Silver,0,4,West
0,75.35,0.37,2,1,Apparel,Mobile,None,0,8,MW
0,44.48,0.31,3,0,Beauty,Desktop,None,0,0,NE
1,63.54,0.38,3,0,Apparel,Mobile,Silver,0,1,MW
1,228.09,0.13,3,0,Electronics,Mobile,None,0,3,MW
0,46.78,0.49,3,0,Beauty,Mobile,None,0,6,West
1,144.78,0.07,2,0,Home,Mobile,Silver,0,6,MW
0,79.27,0.22,2,0,Home,Mobile,Gold,0,8,NE
0,141.91,0.26,3,0,Home,Desktop,Gold,0,14,NE
0,31.03,0.16,3,0,Apparel,Desktop,Silver,0,5,West
0,53.29,0.19,3,0,Apparel,Desktop,Gold,1,31,NE
0,37.59,0.19,4,1,Beauty,Desktop,None,2,6,NE
1,85.55,0.23,5,1,Shoes,Desktop,Silver,0,16,S
1,102.9,0.23,3,1,Shoes,Mobile,Gold,1,31,West
0,97.12,0.07,3,0,Home,Mobile,None,0,1,S
0,57.56,0.18,5,1,Apparel,Desktop,None,0,0,NE
0,73.85,0.18,4,0,Apparel,Desktop,Silver,0,10,NE
0,104.87,0.17,3,0,Home,Desktop,None,0,12,MW
0,120.59,0.14,2,0,Home,Mobile,Silver,0,2,NE
0,90.82,0.28,2,0,Shoes,Desktop,None,0,7,MW
0,93.64,0.08,2,0,Home,Mobile,Gold,0,1,MW
0,131.64,0.21,3,0,Shoes,Mobile,None,0,3,NE
1,115.31,0.18,2,0,Home,Desktop,None,0,12,NE
0,141.69,0,2,0,Home,Desktop,None,0,5,MW
0,30.14,0.13,5,1,Beauty,Desktop,None,2,11,West
1,288.96,0,1,0,Electronics,Desktop,Gold,2,31,NE
0,15.14,0.09,1,1,Beauty,Desktop,Silver,0,11,MW
1,192.7,0.13,1,0,Home,Mobile,Gold,1,21,NE
1,45.03,0.15,2,0,Apparel,Mobile,Silver,1,6,NE
0,37.7,0.25,1,0,Beauty,Mobile,Gold,1,11,MW
0,89.45,0.35,4,0,Home,Mobile,None,0,2,West
0,85.84,0.15,3,0,Shoes,Mobile,Silver,0,3,S
0,275.21,0,2,0,Electronics,Desktop,None,0,1,NE
0,99.1,0.14,2,0,Home,Mobile,Gold,1,21,NE
0,37.22,0.32,2,0,Beauty,Mobile,Silver,0,3,MW
0,42.33,0.19,2,0,Apparel,Desktop,None,1,5,MW
0,120.89,0.06,4,1,Home,Mobile,Silver,0,3,S
0,103.71,0.16,5,1,Home,Mobile,None,0,4,West
0,225.97,0.06,3,0,Electronics,Desktop,Gold,0,7,S
0,139.41,0,4,1,Home,Desktop,None,0,6,MW
0,106.44,0.34,2,0,Home,Mobile,Gold,0,2,NE
1,105.8,0.2,1,0,Shoes,Mobile,Gold,1,12,S
1,130.76,0.33,3,0,Home,Desktop,Gold,0,4,NE
0,33.02,0.44,2,0,Apparel,Mobile,Gold,1,17,NE
1,325.73,0.09,4,0,Home,Mobile,Silver,1,16,MW
0,138.61,0,3,0,Electronics,Desktop,None,1,7,MW
0,42.9,0.12,2,1,Apparel,Desktop,Silver,1,3,MW
0,43.25,0.22,2,1,Apparel,Desktop,Silver,0,5,NE
0,28.1,0.11,2,0,Beauty,Mobile,None,0,6,MW
0,88.22,0,2,0,Home,Desktop,Gold,1,14,MW
0,49.82,0.26,3,0,Beauty,Desktop,None,0,3,NE
0,67.92,0.29,3,1,Apparel,Mobile,None,0,6,S
1,56.93,0.11,2,0,Shoes,Mobile,Gold,0,11,NE
0,116.68,0.16,4,0,Shoes,Desktop,Silver,0,5,West
0,93.45,0.16,3,1,Home,Desktop,Silver,1,7,MW
0,153.83,0.22,2,0,Home,Mobile,Silver,0,4,West
0,50.03,0.25,2,0,Apparel,Desktop,None,1,5,S
0,27.8,0.45,1,0,Beauty,Mobile,Silver,0,4,West
0,105.35,0.24,4,0,Home,Mobile,None,0,0,MW
0,65.41,0.07,1,0,Apparel,Desktop,Gold,0,4,MW
0,96.08,0.13,5,0,Home,Mobile,None,0,3,S
0,41.56,0.27,3,0,Beauty,Mobile,Silver,0,9,S
0,80.01,0.28,4,0,Shoes,Mobile,Silver,0,2,West
1,148.22,0.07,2,1,Home,Mobile,Silver,0,1,NE
0,36.74,0.27,1,0,Apparel,Mobile,Gold,0,4,S
0,114.37,0.26,2,0,Home,Mobile,None,0,1,MW
0,32.63,0.18,3,0,Apparel,Desktop,Silver,0,6,MW
0,25.5,0.39,4,0,Apparel,Desktop,None,0,0,West
0,193.37,0.02,2,0,Electronics,Desktop,Gold,2,28,NE
0,16.57,0.04,3,1,Beauty,Mobile,Silver,0,5,MW
0,80.56,0.12,1,0,Home,Desktop,Gold,0,5,West
1,39.49,0.23,4,1,Apparel,Desktop,None,1,12,MW
0,16.29,0.04,1,0,Beauty,Mobile,Gold,0,15,MW
1,41.56,0.2,2,1,Apparel,Mobile,Gold,0,25,MW
0,59.7,0.35,4,1,Apparel,Desktop,Silver,0,1,S
0,94.73,0.07,3,0,Shoes,Desktop,None,0,2,NE
1,113.48,0.06,5,1,Home,Mobile,None,0,1,MW
0,175.24,0.18,5,1,Electronics,Desktop,Gold,0,8,West
0,52.65,0.34,4,0,Apparel,Desktop,None,0,5,West
0,31.04,0.34,3,1,Beauty,Desktop,Silver,0,1,S
1,30.6,0.2,4,1,Beauty,Desktop,Silver,0,5,S
0,251.89,0.12,4,1,Electronics,Mobile,Gold,2,13,West
1,282.86,0.07,5,1,Electronics,Desktop,None,0,6,S
0,41.69,0.3,3,0,Apparel,Mobile,Silver,0,4,NE
0,29.16,0.18,1,0,Apparel,Mobile,Gold,0,5,S
1,42.81,0.31,1,0,Apparel,Mobile,Gold,0,15,MW
0,128.09,0.12,4,0,Shoes,Desktop,None,0,3,MW
0,46.31,0.15,1,0,Apparel,Mobile,Gold,1,0,NE
0,64.58,0.49,1,0,Apparel,Desktop,Gold,0,22,S
0,36.67,0.38,2,0,Beauty,Desktop,Gold,0,17,NE
0,33.8,0.05,4,0,Beauty,Desktop,None,0,0,MW
0,58.11,0.2,4,0,Apparel,Desktop,None,0,1,West
0,31.43,0.12,2,0,Beauty,Desktop,Silver,0,6,NE
1,20.3,0.34,3,1,Beauty,Mobile,Silver,0,2,MW
0,33.01,0.37,1,0,Apparel,Mobile,Gold,0,5,S
1,247.86,0.03,5,1,Electronics,Mobile,Silver,2,12,West
