sale_price,living_area,overall_qual,year_built,total_bsmt_sf,garage_area,lot_area,full_bath,bedrooms,fireplaces,total_rooms,year_remod
188.5,1432,7,2004,716,432,7795,2,3,1,6,2005
200,2267,6,2002,1010,390,8068,2,4,1,8,2002
170,1374,7,2004,384,400,9434,2,3,1,6,2005
189.5,1630,7,2004,868,436,7984,2,3,1,7,2005
184.1,1419,8,2002,408,527,7750,2,3,1,7,2002
195.5,1594,7,2004,846,434,10125,2,3,1,7,2004
192,1489,7,2003,782,400,8965,2,3,1,8,2003
178,1342,7,2003,698,393,8174,2,3,1,7,2003
207.5,1314,7,2007,1314,626,5063,2,2,1,6,2008
236,2256,7,2000,952,554,8795,2,4,1,8,2000
257.5,2004,8,2002,870,644,12891,2,4,1,8,2002
244,2054,6,2000,992,390,12224,2,3,1,7,2000
167,1374,7,2004,384,400,9734,2,3,0,7,2004
179,1800,6,2000,982,463,8123,2,3,1,7,2000
190,1514,6,2000,794,394,8433,2,3,1,7,2000
156,1430,7,1999,384,400,7750,2,3,1,7,2000
245,2312,7,1999,1177,658,15896,2,4,1,8,1999
181,1675,6,1999,841,502,24682,2,3,1,7,1999
214,2060,7,1999,992,390,8755,2,3,1,8,1999
168,1430,7,1999,384,410,7848,2,3,1,7,1999
337,2365,8,1999,1252,856,9430,2,3,1,8,1999
403,2794,8,1995,1462,810,15138,2,4,1,9,1996
327,2687,8,2000,1455,810,12720,2,4,2,10,2000
340,2450,8,1998,1284,1069,16545,2,3,1,7,1998
336,2612,8,1998,1225,676,12203,2,4,1,8,1999
265,2344,7,1996,1264,889,10208,2,3,1,7,1997
315,2063,8,1994,2024,815,10750,2,3,2,7,1995
260,2646,7,1993,1347,656,9900,2,4,1,9,1993
260,2061,7,1995,1070,647,9085,2,3,1,7,1996
263.55,2232,8,1993,1173,623,11692,2,3,1,8,1994
402,2448,8,1994,1629,711,46589,2,4,1,8,2005
248,1850,7,1994,973,467,29959,2,3,1,7,1994
244.6,1468,8,2008,1468,898,9612,2,3,1,6,2009
275,1696,8,2008,1696,972,11194,2,3,0,7,2008
257.5,1658,8,2008,1614,726,10206,2,3,1,7,2008
287.09,1578,8,2008,1573,840,9262,2,3,1,7,2009
275.5,1702,8,2007,1702,844,10130,2,3,1,7,2007
245,1432,8,2006,1422,492,9139,2,3,1,7,2006
253,1971,7,2005,1113,689,9675,2,3,1,8,2005
468,2490,9,2005,2458,795,11128,2,2,2,9,2006
252.678,1852,7,2009,900,644,8640,2,3,1,7,2009
210,1590,8,2008,768,676,9000,2,3,0,6,2008
208.3,1218,6,2009,1218,676,7862,2,2,0,4,2009
225,1436,7,2008,1436,529,7993,2,3,0,6,2009
229.456,1314,8,2009,1300,552,8640,2,3,0,6,2009
229.8,1402,7,2008,1402,625,8640,2,3,0,7,2008
250,1530,9,2007,1530,984,12606,2,3,1,7,2008
370.878,1766,9,2009,1766,478,9187,2,2,1,7,2009
238.5,1448,8,2006,1372,692,7500,2,2,1,6,2007
310,2007,10,2008,1017,812,11003,2,3,1,10,2008
270,1795,8,2006,900,782,10603,2,3,1,8,2006
252,1953,8,2005,1082,1043,10574,2,3,1,9,2006
241,1550,7,2006,1092,438,8125,2,2,0,7,2007
264.5,1836,8,2008,1836,517,8125,2,3,1,8,2009
291,1662,7,2006,1652,711,10625,2,3,1,8,2007
263,2094,7,2003,912,615,9375,2,4,1,8,2004
185,1221,7,2004,1221,400,7500,2,2,0,6,2005
234.5,1553,7,2003,1553,588,8736,2,3,0,6,2004
209,1653,7,2003,812,628,8127,2,3,0,6,2003
159,1218,7,2007,1218,576,9605,1,3,0,6,2007
152,1141,7,2006,1141,484,7500,1,3,0,6,2006
143.5,1158,6,2004,1158,0,7500,1,3,0,5,2004
193,1812,7,2004,835,478,10628,2,3,0,8,2004
203,1512,8,2004,1512,845,10141,2,3,0,6,2004
184.9,1200,7,2003,1176,555,10083,2,2,0,5,2003
159,1114,7,2004,1114,576,13072,1,3,0,6,2005
142,1114,5,2004,1114,0,13072,1,3,0,6,2004
153,1114,5,2003,1114,576,12450,2,3,0,6,2004
224.243,1450,7,2008,1450,788,7328,2,2,0,6,2009
220,2122,7,1996,913,559,11492,2,4,1,8,1997
257,1844,8,2005,1844,620,10994,2,2,1,7,2006
189,1434,7,2001,1454,527,8529,2,3,1,6,2001
171.5,1730,6,1992,816,528,7703,2,3,0,6,1992
120,1217,6,1980,626,288,10762,1,3,1,6,1980
145,1332,6,1990,1332,542,7175,2,2,0,5,1991
184,1540,7,1994,754,495,9109,2,3,0,6,1994
162,1400,6,1986,676,465,10274,2,3,0,6,1986
160,1882,6,1981,0,612,8250,2,4,2,8,1981
82,841,4,1950,721,294,8400,1,2,0,4,1950
76,784,6,1928,784,360,9000,1,2,0,5,1950
110,980,5,1962,980,400,9750,1,3,0,5,1962
135,980,5,1977,980,484,7064,1,3,0,6,1977
141,864,5,1961,864,732,8499,1,3,0,5,1961
122,864,5,1961,864,440,9079,1,2,0,5,1961
124.1,1020,5,1965,1024,288,9316,2,3,0,5,1965
129,912,5,1963,912,300,7791,1,3,0,6,1995
131.4,1144,5,1961,864,264,10000,1,3,1,6,1983
62.383,864,5,1965,864,360,8281,1,3,1,5,1965
123,912,5,1962,912,252,7150,1,3,0,6,1962
275,2014,8,1980,2014,864,15676,2,2,2,6,1980
235,1755,7,1991,975,524,11949,2,3,1,7,2008
280.75,3005,7,2004,1376,704,2880,2,3,1,9,2005
164.5,1224,6,2009,612,528,3951,2,2,0,4,2009
173.733,1224,6,2009,612,528,3000,2,2,0,4,2009
222,1726,6,2008,1726,561,3830,2,2,1,6,2008
195,1256,6,2008,1145,641,4217,1,1,1,5,2008
172.5,1471,6,1999,729,440,3230,2,3,0,6,1999
180,1512,6,2000,756,440,2998,2,2,0,4,2000
156,1452,7,1999,691,506,3768,2,3,0,6,1999
172.5,1739,8,1999,970,480,2645,2,3,0,7,2000
318.75,1694,8,1977,1694,642,14694,2,2,1,5,2008
211.5,1226,8,1981,1226,484,3782,1,1,2,4,1981
241.6,1740,7,1981,1740,540,15417,1,2,0,7,1981
180.5,2499,8,1976,392,527,9600,2,4,1,5,1976
150,1620,4,1976,1281,490,9991,2,3,1,8,1993
154,1556,6,1968,727,441,11700,1,4,0,8,1968
185,1442,6,1970,1442,615,11717,2,2,1,6,1970
185.75,1489,6,1968,1489,462,9156,2,3,1,7,1968
200,2090,7,1973,1107,484,10382,2,3,2,7,1973
206,2067,7,1974,752,784,12732,2,3,2,7,1974
162,1395,6,1972,723,497,12936,1,3,1,6,1972
256.9,2640,6,1967,932,515,10400,2,5,1,8,1997
197.9,1724,6,1967,1680,480,17871,1,3,1,7,1976
163,1336,5,1969,1288,502,9600,2,3,1,6,1969
113,1216,6,1969,1216,336,9000,1,3,0,5,1969
230,2288,7,1977,908,520,13774,1,4,2,8,1992
167.9,1334,6,1977,1350,630,9650,2,2,1,6,1977
213.25,1680,7,1998,1650,583,10140,2,3,1,7,1999
227,1665,8,2001,810,528,8400,2,3,0,6,2001
130,864,5,1967,864,312,7130,1,2,0,5,1967
143,1568,5,1967,1568,440,9600,1,3,0,7,1967
117.5,925,5,1965,925,429,9100,1,2,0,5,1965
168.5,2061,7,1974,1165,498,9600,2,4,1,8,1974
172.5,1320,6,1971,1232,495,16500,2,3,1,5,1971
161.5,1342,6,1967,1372,457,9790,2,3,1,7,1967
141.5,894,4,1960,894,396,7436,1,2,1,5,1960
118,864,5,1959,864,308,8125,1,3,0,5,1959
127.5,864,6,1959,864,300,9100,1,2,0,5,1959
140,1362,4,1957,1040,768,9450,1,3,1,6,1957
177.625,1728,5,1956,1048,576,13495,2,3,1,7,1956
110,1776,5,1958,1584,888,11475,2,4,0,9,1958
167,1516,6,1964,1516,472,10004,1,3,0,6,1964
153,1313,5,1961,1313,610,9350,1,3,1,6,1995
145.1,1292,5,1964,1292,520,10500,1,3,2,6,1964
154,1154,5,1966,1154,480,11000,1,3,1,6,1966
177.5,2140,5,1965,744,549,8970,2,4,1,7,1965
158,1445,6,1964,1127,645,12095,1,3,1,7,1964
124.5,1041,5,1959,1041,270,9600,1,3,0,6,1959
174.5,1576,6,1961,1208,368,11475,1,4,1,7,1961
122,960,5,1955,960,330,9768,1,2,0,5,1955
82.5,708,4,1940,420,0,5330,1,2,0,5,1950
110,1203,5,1950,709,352,7015,1,3,1,5,1950
149.5,1505,6,1953,1505,505,12160,1,2,1,6,1953
175,1691,6,1967,1680,550,9900,1,2,0,5,1967
167,1644,6,1953,1416,418,9600,1,3,2,7,1953
128.9,1050,5,1956,1050,338,9600,1,2,0,5,1956
140,1668,6,1950,856,271,9600,1,3,0,6,2005
147,1113,5,1950,1113,264,9600,1,3,1,5,2007
124,1584,5,1967,1584,792,8944,2,4,0,8,1967
187.5,1453,6,1961,1453,530,10573,2,3,1,6,1961
159,1394,6,1963,1394,514,9500,1,3,2,6,1963
256,1567,6,1966,1562,542,14695,2,2,2,5,2008
205,1986,7,1965,768,486,13600,2,3,3,7,1990
193.5,2142,6,1968,896,509,13000,2,4,1,8,1968
110,1392,6,1968,1392,576,13560,1,2,2,5,1968
104.9,1738,4,1920,715,368,12513,2,4,1,7,2007
150,1144,5,1956,1169,286,8760,1,3,0,6,1956
156.5,1478,6,1957,1478,442,8400,1,3,2,6,1957
176,1329,7,1960,1329,441,12285,1,3,2,5,1960
149.5,988,6,1959,988,297,9240,2,3,0,6,1998
139,1632,6,1958,1240,338,9600,2,3,1,6,1988
155,1215,6,1958,1215,297,12400,1,3,0,6,1998
120,1202,5,1956,1202,304,8750,1,3,0,6,1956
153,1382,5,1955,1382,350,8750,1,3,0,6,1955
144,1200,4,1956,1200,294,10400,1,3,2,6,1956
176,1382,6,1962,1362,884,19296,1,3,1,6,1962
153,1297,5,1954,1297,498,8532,1,3,1,5,1990
135,1866,5,1958,1866,495,9482,2,4,0,8,1958
131,1062,6,1954,1062,297,8128,1,3,0,6,1954
123,1319,5,1953,608,270,10634,1,3,0,5,1953
126,1112,5,1951,631,480,13070,1,2,0,5,1951
115,1005,4,1955,1005,672,10434,1,2,1,5,1955
164.9,1363,5,1951,1008,288,14559,1,2,2,6,2000
113,793,5,1945,793,240,8480,1,2,0,4,1950
145.5,1031,5,1952,1031,230,7626,1,2,0,5,2005
102.9,1210,5,1953,0,616,9533,1,2,0,7,1953
95,1699,3,1900,978,420,10615,2,3,0,7,1970
152.5,1527,7,1948,699,410,11419,1,3,1,6,1999
129.9,1200,5,1950,1200,246,9600,1,3,0,6,1950
132,972,6,1948,972,240,8000,1,2,1,5,2002
99.9,792,3,1958,792,366,5470,1,2,0,4,1958
135,1656,5,1916,660,180,10410,2,3,0,8,1987
149,1352,5,1939,676,720,10800,2,4,0,7,2006
114,1039,4,1900,405,281,8146,1,2,0,6,2003
109.5,792,5,1924,768,240,9022,1,2,0,5,2006
125,1078,5,1925,1054,264,10230,1,3,0,6,1950
142.9,2377,4,1915,1313,528,10410,2,3,1,8,1950
156.5,1690,7,1910,560,624,7200,2,4,0,5,2008
59,599,2,1940,416,0,5400,1,2,0,4,1950
105,1374,4,1920,840,338,5400,1,2,0,6,1950
106,846,5,1920,720,576,10800,1,2,0,4,1950
78.5,725,3,1890,630,320,10800,1,1,0,4,1998
190,2544,6,1969,1248,907,9671,2,6,0,12,1969
154,1380,6,1963,1380,364,10143,1,3,0,6,1963
163,1040,6,1967,1040,480,11500,1,3,1,6,1967
200,2634,5,1969,1248,968,11643,2,6,0,12,1969
143.5,951,6,1958,951,480,8010,1,2,0,6,2007
135,1105,6,1957,1105,308,10454,1,3,0,5,1957
153,1306,5,1957,992,756,8712,1,2,0,5,2000
157.5,1478,6,1960,1478,498,17600,2,3,2,6,1960
113.5,1142,6,1958,160,384,9000,1,2,1,5,1958
133,1268,5,1949,832,288,12144,1,3,1,6,1950
92.9,1040,3,1950,0,400,8544,2,2,0,6,1950
128.5,1133,6,1950,795,900,8064,1,3,0,5,1950
90,1040,4,1949,0,420,7200,2,2,0,6,1950
138,1904,5,1950,1208,240,7200,1,3,0,7,1982
128,1041,5,1958,1041,294,7350,1,3,0,6,1958
139,1339,5,1958,1029,294,7560,1,3,0,6,1965
118.9,732,5,1952,732,240,7200,1,2,0,4,1952
138,1183,5,1959,528,288,8000,1,3,0,6,1959
132.5,1148,5,1959,1148,672,7931,1,3,0,6,1959
133.5,1461,4,1949,832,384,10800,2,4,0,6,1996
135,1495,6,1948,864,576,8064,1,3,0,6,1994
144.75,1806,6,1964,780,483,7570,1,4,0,8,1964
145,941,5,1978,941,564,8604,1,2,0,4,1978
127,1045,6,1963,1045,264,7936,1,3,1,6,1963
109.5,894,5,1962,894,308,6600,1,2,0,5,1962
115,1224,6,1926,818,210,3950,1,3,0,5,2004
110,1230,5,1910,440,440,10440,1,2,0,5,1981
128.9,1378,6,1935,901,162,4080,1,3,0,6,1998
103.5,1944,6,1910,972,324,10307,2,4,0,12,1950
66.5,1131,5,1941,676,200,5720,1,3,0,5,1950
130,1306,5,1910,240,472,15660,1,3,0,6,2003
129,1464,5,1910,504,0,9900,2,3,0,7,2002
150,1558,5,1939,690,400,6406,1,3,1,7,1950
107.5,2372,5,1892,994,432,6600,2,4,0,11,1965
94.55,1701,4,1920,600,0,7627,2,4,0,8,1950
124.5,1960,5,1952,960,400,7596,2,4,0,10,1952
135,1389,7,1946,651,240,3378,1,3,2,6,1992
103,1447,5,1910,801,0,10134,1,3,0,6,1950
93,936,4,1953,936,576,6000,1,2,0,4,1953
129.5,1328,5,1950,768,308,6000,1,3,0,6,1970
93,1387,5,1954,811,256,6000,2,3,0,7,1954
80,861,4,1920,861,288,7404,1,2,0,5,1950
45,612,2,1940,0,308,5925,1,1,0,4,1950
37.9,968,3,1910,600,0,5925,1,2,0,6,1950
91.3,886,5,1938,190,273,5784,1,2,0,4,1996
99.5,792,5,1923,624,287,8520,1,2,0,5,1950
113,1452,4,1920,736,0,4456,2,2,0,8,2008
87.5,1510,4,1910,677,720,9600,2,3,0,7,1950
110,1284,5,1947,720,240,3500,1,2,0,5,1950
106,2138,5,1898,849,360,8100,2,2,0,11,1965
265.979,2640,7,1880,1240,864,11700,1,4,1,8,2003
160,2007,6,1900,917,357,8400,2,3,0,8,1950
119,1288,6,1917,624,280,3600,1,3,1,5,2007
168,1742,8,1882,916,424,17671,1,4,1,8,1986
58.5,816,4,1910,624,0,3300,1,2,1,5,1950
143,1482,7,1920,650,324,9000,1,3,0,7,1988
85,1022,5,1910,1022,280,7200,1,2,0,4,2006
124.9,1869,5,1890,1088,456,8820,1,2,0,7,1996
119,1480,6,1920,972,207,5400,1,3,0,6,1950
146.5,1521,6,1910,741,640,9720,1,4,0,8,2002
34.9,720,4,1920,720,0,7879,1,2,0,4,1950
44,797,3,1900,245,0,9392,1,2,0,5,1950
223.5,1576,5,1923,1324,528,21384,1,3,1,6,2004
149,1432,6,1923,1022,216,6615,1,3,1,6,1950
205,1548,7,1925,952,672,7264,2,3,0,5,2007
137,1654,5,1930,297,336,4960,2,3,1,7,1982
121,952,6,1916,952,192,8854,1,2,1,4,1950
128,1324,4,1936,672,240,6000,1,3,0,6,1950
134.9,1176,6,1937,698,624,6000,1,2,0,4,2000
117,1348,5,1925,884,216,6000,1,3,1,5,1997
132.5,1412,6,1939,780,280,6000,1,4,1,6,1950
93,1142,5,1924,468,320,6000,1,3,0,6,1950
119,904,6,1926,884,180,6000,1,2,0,4,2004
100,1301,5,1924,1145,440,6911,1,2,0,5,1950
141.5,1539,5,1936,927,576,6120,1,3,0,5,1950
133,1573,4,1935,884,240,6120,1,3,0,6,1995
60,800,2,1936,264,0,6120,1,1,1,4,1950
105,875,5,1931,715,180,6120,1,2,0,5,1993
115,995,5,1925,960,264,6120,1,2,0,5,1999
150,1582,5,1938,952,250,6120,2,3,1,6,1950
126.5,1072,5,1925,1072,1184,8635,1,2,0,5,1950
214.5,2134,6,1916,844,441,11888,2,5,0,10,1994
167.5,2019,7,1910,728,532,11414,1,3,0,8,1993
155,1768,6,1915,1048,576,8094,2,3,0,8,1950
155,1826,7,1915,910,164,2500,1,4,1,7,2005
179.9,1944,7,1915,672,216,9928,2,3,0,8,1994
104,2229,6,1912,755,0,5520,1,5,0,8,1950
62.5,2128,5,1922,1040,0,3000,2,4,0,11,1950
149,1930,6,1927,720,316,6876,2,4,0,8,1950
103,1208,4,1925,780,539,6240,1,2,0,5,1950
123,1427,6,1915,483,379,5775,1,3,0,7,2002
97.5,1864,7,1902,1020,0,5852,2,6,0,9,2000
135,1666,6,1927,1204,384,5160,1,3,0,4,1950
70,892,4,1923,858,0,5160,1,1,0,5,1950
116,1403,6,1915,698,308,10320,1,3,0,7,1965
88.75,704,4,1946,560,220,4280,1,2,0,4,2001
179,1200,5,1987,1200,0,10800,3,3,0,5,1988
179,1200,5,1987,1200,0,10800,3,3,0,5,1988
159.9,1152,5,1978,1152,252,10547,2,2,0,6,1978
61,904,1,1922,683,0,10020,0,1,0,4,1950
103.6,1369,6,1925,672,300,6629,2,3,0,6,1950
63,1112,5,1934,585,226,9780,2,4,0,6,1950
175,1464,5,1963,520,480,12886,2,3,1,6,1999
139,1121,5,1963,1121,480,8816,1,3,0,5,1963
172.5,1683,6,1978,918,440,11184,2,3,1,7,1978
113.5,1052,5,1967,1052,668,11625,1,3,1,6,1967
130,899,5,1967,864,288,7800,1,3,0,5,2004
149.9,1034,6,1978,456,504,8014,1,3,1,5,1978
134.9,858,5,1982,858,576,7252,1,2,0,5,1982
137,860,5,1982,840,528,8740,1,2,0,4,1982
139,1092,5,1962,1092,288,11616,1,3,1,6,1962
165,1774,5,1961,552,384,15400,2,4,1,8,1961
148,1138,6,1960,1138,480,15312,1,3,1,6,1960
165,2071,5,1956,825,336,15584,1,4,1,9,1956
63.9,660,2,1947,0,0,9000,1,2,0,5,1950
161.5,1788,4,1957,1104,304,11250,1,5,2,8,1989
143,1473,5,1968,1437,452,25095,1,1,2,5,2003
135,1229,4,1956,1134,284,17140,1,3,0,6,1956
82.5,861,4,1940,861,539,12342,1,1,0,4,1950
190,1867,5,1955,1617,303,10708,1,2,3,7,1993
139.6,1733,3,1955,0,452,13680,2,4,1,8,1955
122,1383,4,1954,0,498,15635,1,2,0,6,1954
127.5,1689,6,1956,1436,480,9855,1,3,1,7,1956
121.5,1073,5,1956,1073,340,9571,1,2,0,5,1956
60,1276,5,1958,1276,350,9571,1,3,0,5,1958
154.4,1639,6,1946,747,240,9350,1,3,1,6,1950
113,672,4,1941,672,234,9340,1,2,0,4,1950
125,1089,5,1954,1089,252,7440,1,3,1,5,1954
84,845,4,1957,0,290,11500,1,3,0,5,1957
139.5,1049,5,1984,1049,266,4235,2,2,0,5,1984
131,1716,5,1949,768,281,11409,1,3,1,8,2008
105,1258,6,1939,560,280,9060,1,2,0,6,1950
108,1510,4,1940,755,296,9084,1,4,1,7,1950
162,1061,7,1990,1054,462,10778,1,1,0,4,1991
156.5,1338,6,1983,520,576,19255,1,2,1,5,1983
316.6,2132,8,1983,1496,612,12327,1,1,1,5,2009
271.9,2196,7,1990,2158,701,14684,2,3,1,7,1991
213,1775,7,1993,740,425,9317,2,3,1,7,1993
239.9,1879,7,1993,1079,473,10560,2,3,1,8,1994
239.5,2020,8,1995,1128,466,9828,2,3,1,8,1995
131,2016,5,1880,0,576,26400,1,4,1,7,2007
118.964,1535,5,1979,0,410,7018,2,4,0,8,1979
153.337,1224,5,1979,1086,528,7018,0,2,2,6,1979
147.983,2228,5,1979,0,720,7018,2,6,0,8,1979
118.858,1535,5,1979,0,400,7018,2,4,0,8,1979
118.858,1535,5,1979,0,400,7018,2,4,0,8,1979
142.953,2240,5,1979,0,528,7018,2,6,0,12,1979
148.325,1229,5,1979,1094,672,7040,0,2,2,6,1979
113.722,1513,5,1979,0,400,7007,2,4,0,8,1979
269.5,2787,7,2000,1168,820,11855,4,6,2,8,2000
269.5,2787,7,2000,1168,820,7939,4,6,2,8,2000
269.5,2787,7,2000,1168,820,7976,4,6,2,8,2000
323.262,1680,9,2009,1555,1138,10933,1,1,1,8,2009
297,1718,8,2007,1705,826,10637,2,3,1,7,2008
295.493,1630,8,2008,1622,860,10226,2,3,1,8,2008
332,1720,9,2008,1720,846,10816,2,3,1,8,2008
239.9,1468,8,2008,1468,904,9178,2,3,1,6,2008
212,1768,8,2007,866,578,10769,2,3,0,7,2007
272.5,1838,8,2007,1838,524,11422,2,3,2,7,2008
239,1800,9,2007,1800,702,11923,2,2,0,7,2007
220,1604,7,2006,1604,660,8814,2,3,1,8,2006
200,1290,7,2007,1282,662,6762,2,2,1,6,2007
221.8,1254,8,2008,1254,810,10324,2,2,0,5,2008
194.5,1232,7,2007,1232,632,7314,2,2,0,6,2007
237,1498,8,2005,1498,844,11645,2,3,1,7,2006
173,1422,6,2005,704,440,11646,2,3,1,7,2006
275,1644,7,1989,1518,569,12800,2,2,1,5,1989
233.5,1759,7,1992,1449,525,16698,2,3,1,7,1993
185,2126,5,1967,1013,538,28698,2,3,0,7,1967
152,1040,5,1996,1040,576,12464,1,3,0,6,1996
143,990,5,1994,990,440,9757,1,3,0,5,1994
231.5,1764,6,1997,928,470,15426,2,3,0,7,1997
212,1661,7,1996,799,550,10667,2,3,1,6,1996
207,1463,7,1998,1463,539,14753,2,3,0,5,1998
145,1097,5,1994,1097,672,10859,1,3,0,6,1995
138,990,5,1994,990,480,8072,1,3,0,5,1995
197.9,1779,7,1998,866,546,10400,2,3,0,6,1998
204,1501,7,1999,1490,577,10335,2,3,0,6,1999
192,1431,7,1999,1431,666,9017,2,3,0,6,1999
200,1772,6,1998,928,492,8750,2,3,1,7,1998
195,1660,7,2002,831,493,8935,2,3,0,7,2002
227,1573,7,2002,1573,544,9808,2,3,0,6,2002
230,1840,7,2001,944,622,12420,2,3,0,6,2001
187.1,1430,7,2001,1413,605,16285,2,3,0,6,2002
203,1444,7,2002,1431,577,10739,2,3,0,6,2001
201,1492,7,2001,1492,608,11166,2,3,1,6,2001
124,1040,5,1978,1040,0,8430,2,3,0,5,1978
140,907,5,1978,907,343,16269,1,3,0,5,1978
134.9,914,5,1979,914,444,6950,1,2,0,5,1979
150.5,1040,5,1977,1040,484,8800,2,3,0,5,2008
136.5,864,5,1978,864,336,7000,1,3,0,6,2005
143.5,1268,5,1977,1268,252,9286,1,3,0,5,1989
133.5,864,5,1972,864,338,15523,1,3,1,5,1972
123,894,5,1972,894,600,7200,1,2,0,6,1972
133.9,768,5,1972,768,396,7200,1,2,0,5,2003
133,768,5,1972,768,396,8445,1,2,0,5,2007
250,1611,7,2002,1569,1231,11664,2,3,0,6,2002
254.75,2184,8,2003,1068,570,12334,2,4,1,8,2003
236.5,1788,8,2001,1753,522,11838,2,3,1,7,2001
261.5,1872,8,2001,1299,531,11885,2,3,1,7,2001
313,2153,9,2000,1440,736,11050,2,3,2,8,2000
198.5,1725,7,2002,840,550,8749,2,3,0,6,2002
211,1870,7,2001,944,608,11250,2,3,0,6,2001
220,1513,8,1999,1462,521,15750,2,2,1,5,2000
203,1504,7,1996,1504,478,11883,2,3,1,6,1996
279.5,1828,8,2002,1822,523,12782,2,3,1,7,2003
210,1417,7,1997,1417,511,8750,2,3,1,7,1998
219.5,2034,7,1997,1057,645,9375,2,3,0,8,1998
191,1716,7,1996,880,512,8750,2,2,1,7,1996
178,1212,7,2001,1212,573,9100,2,3,0,6,2001
213,1630,7,2000,1630,451,9750,2,3,1,6,2001
144,848,6,2003,848,420,4435,1,1,0,4,2004
140,848,6,2003,848,420,4435,1,1,0,4,2003
293.2,1602,8,2007,1578,810,10200,2,3,1,7,2007
190,1728,7,2004,864,572,9313,2,3,0,7,2004
190,1500,7,2004,1500,570,8487,2,3,0,6,2004
173.5,1476,6,2005,738,540,8633,2,3,0,7,2005
170,1396,6,2007,608,440,11069,2,3,1,6,2007
108,1126,4,1949,0,520,8777,2,2,0,5,2003
167,1486,5,1964,1486,480,9937,1,3,0,7,1999
100,816,4,1938,816,288,8877,1,2,1,3,1958
198.5,1922,7,2003,0,672,7301,3,4,1,7,2003
159.5,1426,6,1977,690,440,7950,1,3,0,6,1977
127,1149,4,1960,1014,544,10682,1,3,0,7,1971
125,1125,6,1976,1041,352,7200,1,3,1,6,1976
320,1698,9,2007,1698,768,13286,2,3,1,8,2008
145.5,1072,6,2005,547,525,3675,1,2,0,5,2006
118,698,5,1947,698,0,9405,1,2,0,4,2008
85,876,4,1959,876,320,6410,1,3,0,5,1959
120,1368,5,1950,1078,195,11767,1,3,0,6,1950
98,1529,4,1945,0,240,8405,2,4,0,9,1950
99.9,864,5,1922,864,0,4060,1,2,0,4,1950
82,944,3,1952,0,528,10206,1,2,0,4,1952
119.9,1678,5,1959,1678,0,10926,2,6,0,10,1959
103.5,1560,5,1956,1150,313,11767,1,2,1,7,1956
112,960,4,1956,672,288,8926,1,3,0,5,1956
110,1196,6,1920,684,528,12354,1,3,0,7,2000
122,1298,5,1941,720,256,8212,1,3,2,6,1950
117,1604,5,1941,984,660,10998,2,3,0,6,1960
160,1268,5,1938,832,250,6300,1,3,2,7,1950
159.434,1520,5,1932,793,281,4500,1,3,0,6,2000
60,438,2,1920,290,246,8400,1,1,0,3,1950
139.5,1489,6,1940,778,240,9900,2,3,1,7,1950
197,3082,7,1920,824,672,15863,2,5,2,12,1970
105,1242,6,1935,583,180,5707,1,3,1,6,1950
135,1981,4,1928,1122,576,7804,2,4,2,7,1950
147.5,1232,6,1916,816,440,8574,1,3,1,6,2000
137.45,1608,6,1925,976,216,6171,2,3,1,7,1990
155,1135,7,1936,560,576,7200,1,3,0,6,2007
177,1913,6,1928,896,342,7558,1,3,1,9,1950
145,1477,7,1928,861,216,6292,2,3,1,6,1950
137,1228,7,1918,600,215,7155,1,3,1,6,1990
234,2080,7,1926,1276,282,10918,1,3,2,9,2004
205,1567,5,1940,840,440,13680,1,2,2,6,1950
177.5,1494,6,1942,771,213,7500,1,3,2,7,1950
160,1308,5,1940,728,256,9600,1,2,2,7,1950
155,1273,5,1960,1273,307,14680,1,2,0,5,1960
163.5,964,5,1921,876,432,13360,1,2,0,5,2006
154.9,1343,5,1921,731,186,7681,1,3,1,7,1950
205,2480,7,1940,920,400,8145,2,5,2,13,1950
144.8,1112,5,1954,1112,390,9100,1,2,1,6,1954
174.5,1564,7,1941,704,234,12000,1,3,1,7,1950
193,1561,6,1960,1561,463,13339,2,3,1,6,1960
158,1523,5,1949,1067,295,15600,2,3,1,7,2005
158.5,1152,6,1950,1092,300,14000,1,3,1,6,2004
224,1906,6,1954,1310,576,17500,1,3,2,6,1954
115,1032,6,1980,516,452,1733,1,2,1,5,1980
137,1229,6,1980,561,462,1488,1,2,1,5,1992
121,1229,6,1980,561,462,1612,1,2,1,5,1980
124,1229,6,1980,561,462,1300,1,2,1,5,1980
208,1982,6,1986,572,501,13607,2,3,1,6,1986
315,2365,7,1971,1803,551,17597,2,3,2,7,2009
222,1680,6,1988,880,540,21695,2,3,1,5,2007
147,1344,5,1920,672,468,10690,1,3,0,6,1997
123,2168,5,1900,760,576,8660,2,5,0,11,1993
78,1192,5,1920,596,189,6402,1,3,0,6,1950
85,1526,3,1915,1013,0,8470,1,2,0,6,1982
75,572,4,1925,572,200,10200,1,2,0,4,1950
230,1648,8,2007,1596,482,3843,2,2,1,5,2008
57.625,810,2,1910,0,280,21780,1,1,0,4,1950
251,2052,8,2000,1107,642,10125,2,3,1,7,2001
239.686,2149,7,2003,1434,670,12822,1,1,1,6,2003
240,1710,7,2004,1710,550,12118,2,3,1,7,2005
215,1961,6,2001,804,560,12209,2,3,1,7,2002
156.45,926,6,1977,902,351,9750,1,2,1,5,1977
173,1287,6,1977,957,541,9360,1,2,2,5,1977
126,1734,5,1977,0,539,10125,2,4,0,8,1977
