record_id,year,species_id,species,plot_id,plot_type,sex,weight
4523,1981,DS,spectabilis,8,Control,M,128
4524,1981,DS,spectabilis,9,Spectab exclosure,F,90
4529,1981,DS,spectabilis,1,Spectab exclosure,M,159
4534,1981,DS,spectabilis,4,Control,F,97
4535,1981,DS,spectabilis,9,Spectab exclosure,M,138
4537,1981,DM,merriami,14,Control,M,48
4538,1981,DS,spectabilis,4,Control,M,101
4539,1981,DM,merriami,14,Control,F,43
4541,1981,DS,spectabilis,4,Control,F,100
4542,1981,DM,merriami,5,Rodent Exclosure,M,46
4544,1981,DM,merriami,5,Rodent Exclosure,F,39
4545,1981,DS,spectabilis,9,Spectab exclosure,F,128
4546,1981,DM,merriami,4,Control,F,42
4547,1981,DM,merriami,6,Short-term Krat Exclosure,M,36
4548,1981,DM,merriami,2,Control,M,44
4549,1981,DM,merriami,5,Rodent Exclosure,F,44
4556,1981,DM,merriami,17,Control,F,26
4558,1981,DS,spectabilis,18,Short-term Krat Exclosure,M,119
4559,1981,DM,merriami,20,Short-term Krat Exclosure,F,42
4560,1981,DM,merriami,12,Control,M,36
4562,1981,DM,merriami,24,Rodent Exclosure,F,40
4563,1981,DM,merriami,11,Control,M,45
4564,1981,DM,merriami,13,Short-term Krat Exclosure,M,53
4565,1981,DS,spectabilis,11,Control,M,133
4570,1981,DM,merriami,24,Rodent Exclosure,F,33
4571,1981,DM,merriami,12,Control,F,22
4572,1981,DM,merriami,11,Control,F,45
4573,1981,DS,spectabilis,12,Control,M,138
4574,1981,DS,spectabilis,17,Control,F,67
4575,1981,DS,spectabilis,18,Short-term Krat Exclosure,F,141
4576,1981,DS,spectabilis,20,Short-term Krat Exclosure,F,157
4578,1981,DS,spectabilis,17,Control,M,144
4579,1981,DS,spectabilis,22,Control,F,133
4580,1981,DS,spectabilis,20,Short-term Krat Exclosure,M,74
4582,1981,DM,merriami,18,Short-term Krat Exclosure,F,46
4586,1981,DS,spectabilis,20,Short-term Krat Exclosure,M,136
4587,1981,DS,spectabilis,22,Control,M,123
4588,1981,DS,spectabilis,13,Short-term Krat Exclosure,F,132
4589,1981,DO,ordii,17,Control,F,38
4590,1981,DS,spectabilis,22,Control,M,114
4591,1981,DM,merriami,12,Control,M,22
4592,1981,DM,merriami,12,Control,M,61
4593,1981,DM,merriami,13,Short-term Krat Exclosure,F,47
4594,1981,DM,merriami,11,Control,M,37
4595,1981,DM,merriami,12,Control,F,43
4597,1981,DO,ordii,17,Control,F,50
4598,1981,DM,merriami,24,Rodent Exclosure,M,45
4601,1981,DM,merriami,1,Spectab exclosure,M,46
4603,1981,DM,merriami,17,Control,M,48
4605,1981,DM,merriami,12,Control,M,39
4607,1981,DM,merriami,13,Short-term Krat Exclosure,M,52
4608,1981,DM,merriami,11,Control,F,50
4609,1981,DM,merriami,20,Short-term Krat Exclosure,M,44
4610,1981,DO,ordii,24,Rodent Exclosure,F,41
4611,1981,DM,merriami,24,Rodent Exclosure,M,44
4612,1981,DM,merriami,12,Control,F,48
4613,1981,DM,merriami,17,Control,F,47
4614,1981,DS,spectabilis,22,Control,M,120
4615,1981,DM,merriami,24,Rodent Exclosure,F,44
4616,1981,DM,merriami,17,Control,F,31
4617,1981,DM,merriami,12,Control,F,47
4619,1981,DS,spectabilis,1,Spectab exclosure,M,144
4620,1981,DM,merriami,11,Control,M,46
4622,1981,DS,spectabilis,17,Control,M,141
4623,1981,DS,spectabilis,1,Spectab exclosure,M,146
4626,1981,DS,spectabilis,12,Control,M,141
4627,1981,DS,spectabilis,17,Control,F,89
4628,1981,DS,spectabilis,20,Short-term Krat Exclosure,M,96
4629,1981,DO,ordii,1,Spectab exclosure,F,53
4630,1981,DM,merriami,12,Control,M,34
4631,1981,DM,merriami,20,Short-term Krat Exclosure,F,46
4632,1981,DO,ordii,1,Spectab exclosure,M,35
4634,1981,DM,merriami,12,Control,F,26
4635,1981,DS,spectabilis,13,Short-term Krat Exclosure,M,109
4636,1981,DM,merriami,12,Control,M,58
4637,1981,DO,ordii,17,Control,F,49
4638,1981,DM,merriami,11,Control,M,38
4639,1981,DM,merriami,13,Short-term Krat Exclosure,F,40
4642,1981,DM,merriami,12,Control,M,48
4643,1981,DS,spectabilis,20,Short-term Krat Exclosure,M,85
4644,1981,DM,merriami,24,Rodent Exclosure,M,45
4648,1981,DS,spectabilis,2,Control,F,144
4650,1981,DO,ordii,14,Control,F,33
4652,1981,DM,merriami,5,Rodent Exclosure,M,31
4653,1981,DM,merriami,5,Rodent Exclosure,M,50
4654,1981,DM,merriami,14,Control,M,49
4655,1981,DS,spectabilis,8,Control,M,135
4656,1981,DS,spectabilis,9,Spectab exclosure,M,65
4659,1981,DS,spectabilis,18,Short-term Krat Exclosure,M,84
4663,1981,DM,merriami,18,Short-term Krat Exclosure,F,27
4664,1981,DS,spectabilis,4,Control,F,130
4665,1981,DS,spectabilis,6,Short-term Krat Exclosure,F,123
4666,1981,DO,ordii,8,Control,M,48
4668,1981,DS,spectabilis,6,Short-term Krat Exclosure,M,95
4669,1981,DS,spectabilis,9,Spectab exclosure,F,131
4670,1981,DS,spectabilis,6,Short-term Krat Exclosure,F,90
4671,1981,DS,spectabilis,8,Control,M,133
4672,1981,DM,merriami,18,Short-term Krat Exclosure,F,47
4673,1981,DS,spectabilis,4,Control,F,86
4674,1981,DM,merriami,6,Short-term Krat Exclosure,M,44
4675,1981,DS,spectabilis,9,Spectab exclosure,F,122
4677,1981,DM,merriami,14,Control,F,43
4678,1981,DO,ordii,8,Control,F,51
4679,1981,DM,merriami,5,Rodent Exclosure,F,28
4680,1981,DS,spectabilis,9,Spectab exclosure,M,85
4681,1981,DM,merriami,14,Control,F,48
4682,1981,DM,merriami,5,Rodent Exclosure,M,45
4683,1981,DS,spectabilis,9,Spectab exclosure,F,93
4684,1981,DM,merriami,9,Spectab exclosure,M,47
4685,1981,DM,merriami,2,Control,M,45
4687,1981,DM,merriami,5,Rodent Exclosure,F,54
4688,1981,DS,spectabilis,4,Control,M,99
4691,1981,DM,merriami,5,Rodent Exclosure,F,41
4693,1981,DM,merriami,2,Control,M,45
4694,1981,DS,spectabilis,14,Control,M,114
4698,1981,DS,spectabilis,9,Spectab exclosure,M,73
4699,1981,DS,spectabilis,4,Control,F,135
4700,1981,DS,spectabilis,18,Short-term Krat Exclosure,M,92
4701,1981,DM,merriami,14,Control,M,47
4702,1981,DS,spectabilis,6,Short-term Krat Exclosure,F,128
4703,1981,DS,spectabilis,6,Short-term Krat Exclosure,M,101
4704,1981,DM,merriami,4,Control,F,37
4705,1981,DM,merriami,5,Rodent Exclosure,M,46
4708,1981,DS,spectabilis,4,Control,M,100
4710,1981,DO,ordii,8,Control,F,57
4711,1981,DS,spectabilis,9,Spectab exclosure,F,100
4712,1981,DM,merriami,14,Control,F,42
4714,1981,DM,merriami,2,Control,M,45
4721,1981,DM,merriami,13,Short-term Krat Exclosure,M,53
4722,1981,DM,merriami,12,Control,M,39
4723,1981,DM,merriami,24,Rodent Exclosure,F,46
4725,1981,DM,merriami,17,Control,F,32
4726,1981,DM,merriami,20,Short-term Krat Exclosure,M,41
4727,1981,DS,spectabilis,22,Control,M,125
4728,1981,DS,spectabilis,12,Control,M,144
4730,1981,DO,ordii,1,Spectab exclosure,F,61
4731,1981,DM,merriami,11,Control,M,44
4732,1981,DM,merriami,22,Control,M,45
4733,1981,DM,merriami,12,Control,M,56
4734,1981,DM,merriami,12,Control,F,43
4735,1981,DM,merriami,11,Control,F,44
4736,1981,DM,merriami,20,Short-term Krat Exclosure,F,42
4737,1981,DS,spectabilis,22,Control,M,129
4740,1981,DM,merriami,24,Rodent Exclosure,M,44
4741,1981,DM,merriami,13,Short-term Krat Exclosure,F,54
4742,1981,DS,spectabilis,17,Control,M,148
4745,1981,DM,merriami,12,Control,M,36
4746,1981,DM,merriami,12,Control,F,46
4747,1981,DO,ordii,17,Control,M,29
4750,1981,DO,ordii,24,Rodent Exclosure,F,51
4751,1981,DM,merriami,11,Control,M,41
4757,1981,DM,merriami,12,Control,M,58
4758,1981,DM,merriami,18,Short-term Krat Exclosure,F,44
4760,1981,DM,merriami,11,Control,F,45
4761,1981,DM,merriami,12,Control,M,44
4762,1981,DS,spectabilis,17,Control,F,117
4763,1981,DO,ordii,1,Spectab exclosure,F,59
4764,1981,DS,spectabilis,18,Short-term Krat Exclosure,F,112
4765,1981,DM,merriami,17,Control,F,47
4766,1981,DM,merriami,20,Short-term Krat Exclosure,M,46
4767,1981,DS,spectabilis,22,Control,M,131
4768,1981,DS,spectabilis,22,Control,F,137
4769,1981,DM,merriami,24,Rodent Exclosure,M,19
4770,1981,DS,spectabilis,20,Short-term Krat Exclosure,F,158
4771,1981,DM,merriami,12,Control,M,27
4772,1981,DM,merriami,12,Control,M,35
4773,1981,DS,spectabilis,12,Control,M,145
4774,1981,DO,ordii,24,Rodent Exclosure,F,54
4776,1981,DM,merriami,11,Control,F,33
4777,1981,DM,merriami,13,Short-term Krat Exclosure,M,21
4778,1981,DO,ordii,17,Control,F,53
4779,1981,DM,merriami,24,Rodent Exclosure,M,47
4781,1981,DS,spectabilis,13,Short-term Krat Exclosure,M,141
4783,1981,DO,ordii,17,Control,M,53
4784,1981,DM,merriami,11,Control,M,42
4786,1981,DM,merriami,18,Short-term Krat Exclosure,F,46
4790,1981,DM,merriami,5,Rodent Exclosure,F,46
4791,1981,DO,ordii,8,Control,M,51
4792,1981,DM,merriami,14,Control,F,42
4793,1981,DM,merriami,4,Control,M,37
4794,1981,DS,spectabilis,14,Control,M,126
4795,1981,DM,merriami,4,Control,F,47
4796,1981,DS,spectabilis,6,Short-term Krat Exclosure,M,119
4797,1981,DM,merriami,4,Control,M,53
4800,1981,DM,merriami,14,Control,M,49
4801,1981,DM,merriami,5,Rodent Exclosure,M,49
4802,1981,DS,spectabilis,6,Short-term Krat Exclosure,M,123
4810,1981,DO,ordii,24,Rodent Exclosure,M,56
4811,1981,DM,merriami,12,Control,M,42
4812,1981,DM,merriami,24,Rodent Exclosure,F,44
4813,1981,DS,spectabilis,12,Control,M,146
4814,1981,DM,merriami,24,Rodent Exclosure,M,47
4815,1981,DO,ordii,24,Rodent Exclosure,F,57
4817,1981,DM,merriami,12,Control,F,50
4818,1981,DM,merriami,12,Control,M,45
4819,1981,DM,merriami,12,Control,M,43
4820,1981,DM,merriami,24,Rodent Exclosure,M,46
4822,1981,DS,spectabilis,20,Short-term Krat Exclosure,F,156
4824,1981,DS,spectabilis,22,Control,F,145
4825,1981,DM,merriami,20,Short-term Krat Exclosure,M,47
4826,1981,DM,merriami,18,Short-term Krat Exclosure,F,57
4827,1981,DM,merriami,18,Short-term Krat Exclosure,M,32
4828,1981,DM,merriami,18,Short-term Krat Exclosure,M,27
4834,1981,DM,merriami,5,Rodent Exclosure,M,51
4835,1981,DM,merriami,6,Short-term Krat Exclosure,F,48
4839,1981,DS,spectabilis,6,Short-term Krat Exclosure,F,145
4840,1981,DM,merriami,11,Control,F,42
4841,1981,DM,merriami,13,Short-term Krat Exclosure,M,58
4842,1981,DM,merriami,11,Control,M,47
4843,1981,DS,spectabilis,13,Short-term Krat Exclosure,M,140
4844,1981,DM,merriami,11,Control,F,44
4845,1981,DM,merriami,5,Rodent Exclosure,M,52
4850,1981,DM,merriami,14,Control,M,48
4851,1981,DS,spectabilis,14,Control,M,144
4852,1981,DM,merriami,14,Control,F,42
4853,1981,DM,merriami,13,Short-term Krat Exclosure,M,38
4857,1981,DS,spectabilis,4,Control,F,146
4858,1981,DS,spectabilis,2,Control,F,151
4861,1981,DS,spectabilis,9,Spectab exclosure,F,125
4862,1981,DO,ordii,1,Spectab exclosure,F,62
4863,1981,DS,spectabilis,4,Control,M,153
4864,1981,DS,spectabilis,8,Control,M,152
4865,1981,DS,spectabilis,9,Spectab exclosure,F,137
4869,1981,DS,spectabilis,12,Control,M,155
4871,1981,DM,merriami,18,Short-term Krat Exclosure,M,49
4873,1981,DM,merriami,20,Short-term Krat Exclosure,M,46
4877,1981,DM,merriami,24,Rodent Exclosure,F,47
4879,1981,DM,merriami,22,Control,M,48
4880,1981,DM,merriami,24,Rodent Exclosure,F,41
4882,1981,DM,merriami,18,Short-term Krat Exclosure,M,39
4883,1981,DM,merriami,20,Short-term Krat Exclosure,F,43
4884,1981,DM,merriami,12,Control,M,43
4885,1981,DM,merriami,18,Short-term Krat Exclosure,F,42
4886,1981,DM,merriami,18,Short-term Krat Exclosure,M,27
4887,1981,DM,merriami,20,Short-term Krat Exclosure,F,25
4888,1981,DS,spectabilis,22,Control,F,137
4890,1981,DM,merriami,20,Short-term Krat Exclosure,F,26
4892,1981,DM,merriami,12,Control,M,44
4895,1981,DM,merriami,12,Control,F,44
4901,1981,DM,merriami,12,Control,F,43
4904,1981,DM,merriami,18,Short-term Krat Exclosure,F,22
4906,1981,DM,merriami,12,Control,M,51
4911,1981,DS,spectabilis,11,Control,F,112
4912,1981,DM,merriami,14,Control,M,46
4918,1981,DM,merriami,11,Control,F,49
4919,1981,DM,merriami,14,Control,F,45
4921,1981,DS,spectabilis,14,Control,M,135
4922,1981,DM,merriami,13,Short-term Krat Exclosure,F,54
4926,1981,DM,merriami,11,Control,F,40
4927,1981,DM,merriami,13,Short-term Krat Exclosure,M,39
4928,1981,DS,spectabilis,16,Rodent Exclosure,F,158
4930,1981,DM,merriami,5,Rodent Exclosure,F,42
4931,1981,DM,merriami,11,Control,M,40
4932,1981,DM,merriami,5,Rodent Exclosure,M,45
4933,1981,DM,merriami,5,Rodent Exclosure,M,49
4934,1981,DS,spectabilis,13,Short-term Krat Exclosure,M,138
4936,1981,DM,merriami,14,Control,F,43
4938,1981,DO,ordii,17,Control,F,54
4941,1981,DM,merriami,4,Control,M,42
4943,1981,DO,ordii,1,Spectab exclosure,F,59
4944,1981,DS,spectabilis,4,Control,M,78
4946,1981,DS,spectabilis,9,Spectab exclosure,F,125
4947,1981,DO,ordii,9,Spectab exclosure,F,43
4948,1981,DS,spectabilis,2,Control,F,172
4950,1981,DS,spectabilis,4,Control,M,145
4951,1981,DM,merriami,9,Spectab exclosure,M,47
4952,1981,DM,merriami,2,Control,F,38
4953,1981,DM,merriami,4,Control,M,51
4954,1981,DM,merriami,9,Spectab exclosure,M,49
4955,1981,DS,spectabilis,1,Spectab exclosure,M,165
4957,1981,DS,spectabilis,9,Spectab exclosure,F,136
4961,1981,DM,merriami,22,Control,F,38
4963,1981,DM,merriami,24,Rodent Exclosure,F,23
4964,1981,DM,merriami,18,Short-term Krat Exclosure,F,50
4965,1981,DS,spectabilis,22,Control,M,139
4970,1981,DM,merriami,20,Short-term Krat Exclosure,M,45
4973,1981,DM,merriami,24,Rodent Exclosure,F,46
4975,1981,DS,spectabilis,12,Control,M,161
4976,1981,DM,merriami,11,Control,F,44
4977,1981,DM,merriami,11,Control,F,50
4978,1981,DM,merriami,18,Short-term Krat Exclosure,M,44
4980,1981,DS,spectabilis,22,Control,F,146
4981,1981,DM,merriami,12,Control,M,49
4982,1981,DS,spectabilis,18,Short-term Krat Exclosure,F,154
4989,1981,DM,merriami,12,Control,M,56
4991,1981,DM,merriami,11,Control,M,54
4994,1981,DM,merriami,20,Short-term Krat Exclosure,F,35
4996,1981,DS,spectabilis,22,Control,F,151
4997,1981,DM,merriami,12,Control,F,54
4998,1981,DS,spectabilis,17,Control,M,170
5000,1981,DM,merriami,12,Control,M,49
5001,1981,DS,spectabilis,20,Short-term Krat Exclosure,F,166
5003,1981,DM,merriami,11,Control,M,48
5004,1981,DM,merriami,24,Rodent Exclosure,M,48
5007,1981,DM,merriami,20,Short-term Krat Exclosure,M,44
5013,1981,DS,spectabilis,2,Control,M,144
5014,1981,DM,merriami,4,Control,M,51
5016,1981,DM,merriami,13,Short-term Krat Exclosure,M,55
5017,1981,DM,merriami,6,Short-term Krat Exclosure,M,51
5019,1981,DM,merriami,5,Rodent Exclosure,M,52
5022,1981,DM,merriami,4,Control,M,43
5023,1981,DM,merriami,14,Control,M,44
5027,1981,DS,spectabilis,2,Control,F,142
5028,1981,DS,spectabilis,4,Control,M,104
5029,1981,DS,spectabilis,6,Short-term Krat Exclosure,F,141
5030,1981,DM,merriami,14,Control,M,34
5032,1981,DM,merriami,5,Rodent Exclosure,M,32
5033,1981,DO,ordii,6,Short-term Krat Exclosure,F,49
5034,1981,DO,ordii,8,Control,M,52
5035,1981,DM,merriami,14,Control,M,47
5037,1981,DM,merriami,6,Short-term Krat Exclosure,M,54
5038,1981,DM,merriami,5,Rodent Exclosure,F,22
5039,1981,DM,merriami,5,Rodent Exclosure,F,21
5040,1981,DO,ordii,6,Short-term Krat Exclosure,F,59
5042,1981,DS,spectabilis,9,Spectab exclosure,F,139
5043,1981,DO,ordii,6,Short-term Krat Exclosure,M,58
5044,1981,DM,merriami,2,Control,F,36
5045,1981,DM,merriami,9,Spectab exclosure,F,47
5046,1981,DS,spectabilis,1,Spectab exclosure,M,161
5047,1981,DM,merriami,6,Short-term Krat Exclosure,F,47
5050,1981,DM,merriami,6,Short-term Krat Exclosure,F,36
5051,1981,DM,merriami,5,Rodent Exclosure,M,49
5052,1981,DS,spectabilis,8,Control,M,142
5055,1981,DM,merriami,5,Rodent Exclosure,F,38
5056,1981,DS,spectabilis,6,Short-term Krat Exclosure,M,129
5057,1981,DM,merriami,4,Control,F,39
5060,1981,DO,ordii,1,Spectab exclosure,F,70
5063,1981,DM,merriami,2,Control,M,44
5064,1981,DS,spectabilis,4,Control,M,144
5065,1981,DM,merriami,4,Control,F,45
5067,1981,DM,merriami,13,Short-term Krat Exclosure,M,51
5068,1981,DM,merriami,14,Control,M,43
5070,1981,DM,merriami,14,Control,M,44
5072,1981,DM,merriami,13,Short-term Krat Exclosure,M,42
5073,1981,DM,merriami,14,Control,F,50
5075,1981,DS,spectabilis,13,Short-term Krat Exclosure,M,139
5077,1981,DM,merriami,5,Rodent Exclosure,M,43
5078,1981,DS,spectabilis,8,Control,M,137
5079,1981,DS,spectabilis,17,Control,M,147
5084,1981,DS,spectabilis,18,Short-term Krat Exclosure,F,124
5086,1981,DM,merriami,18,Short-term Krat Exclosure,M,44
5091,1981,DM,merriami,18,Short-term Krat Exclosure,F,40
5093,1981,DS,spectabilis,22,Control,M,137
5097,1981,DS,spectabilis,20,Short-term Krat Exclosure,F,162
5098,1981,DM,merriami,18,Short-term Krat Exclosure,F,24
5100,1981,DS,spectabilis,22,Control,M,150
5102,1981,DM,merriami,20,Short-term Krat Exclosure,F,37
5107,1981,DM,merriami,22,Control,M,39
5108,1981,DS,spectabilis,22,Control,F,117
5109,1981,DM,merriami,18,Short-term Krat Exclosure,F,22
5118,1981,DM,merriami,14,Control,M,37
5119,1981,DM,merriami,11,Control,F,39
5120,1981,DS,spectabilis,14,Control,NA,112
5121,1981,DS,spectabilis,11,Control,F,110
5122,1981,DM,merriami,24,Rodent Exclosure,F,40
5124,1981,DM,merriami,13,Short-term Krat Exclosure,M,54
5125,1981,DM,merriami,14,Control,M,34
5126,1981,DS,spectabilis,14,Control,M,110
5128,1981,DM,merriami,12,Control,M,26
5129,1981,DO,ordii,24,Rodent Exclosure,M,38
5131,1981,DM,merriami,12,Control,M,49
5135,1981,DM,merriami,24,Rodent Exclosure,M,45
5138,1981,DM,merriami,24,Rodent Exclosure,M,25
5140,1981,DS,spectabilis,8,Control,M,135
5141,1981,DM,merriami,9,Spectab exclosure,F,34
5143,1981,DS,spectabilis,9,Spectab exclosure,F,140
5144,1981,DS,spectabilis,8,Control,M,140
5145,1981,DM,merriami,12,Control,M,46
5146,1981,DM,merriami,12,Control,F,43
5149,1981,DM,merriami,11,Control,M,45
5150,1981,DM,merriami,12,Control,M,50
5151,1981,DO,ordii,8,Control,M,49
5153,1981,DO,ordii,12,Control,F,38
5154,1981,DS,spectabilis,13,Short-term Krat Exclosure,F,153
5155,1981,DM,merriami,14,Control,F,44
5156,1981,DM,merriami,11,Control,F,47
5157,1981,DM,merriami,13,Short-term Krat Exclosure,M,45
5158,1982,DO,ordii,1,Spectab exclosure,F,49
5159,1982,DM,merriami,5,Rodent Exclosure,F,42
5164,1982,DS,spectabilis,2,Control,F,78
5166,1982,DM,merriami,4,Control,M,49
5167,1982,DM,merriami,2,Control,M,45
5168,1982,DS,spectabilis,4,Control,M,117
5169,1982,DM,merriami,5,Rodent Exclosure,F,49
5170,1982,DS,spectabilis,6,Short-term Krat Exclosure,F,124
5171,1982,DS,spectabilis,1,Spectab exclosure,M,168
5172,1982,DS,spectabilis,1,Spectab exclosure,M,160
5173,1982,DS,spectabilis,2,Control,M,83
5175,1982,DM,merriami,5,Rodent Exclosure,M,40
5177,1982,DO,ordii,2,Control,F,61
5179,1982,DO,ordii,1,Spectab exclosure,F,38
5181,1982,DM,merriami,1,Spectab exclosure,M,51
5183,1982,DM,merriami,4,Control,F,51
5185,1982,DM,merriami,5,Rodent Exclosure,M,56
5186,1982,DM,merriami,1,Spectab exclosure,M,42
5189,1982,DO,ordii,1,Spectab exclosure,F,55
5191,1982,DM,merriami,4,Control,M,34
5193,1982,DM,merriami,4,Control,F,38
5194,1982,DM,merriami,5,Rodent Exclosure,M,53
5197,1982,DS,spectabilis,4,Control,M,155
5198,1982,DM,merriami,5,Rodent Exclosure,M,47
5199,1982,DM,merriami,11,Control,M,48
5205,1982,DM,merriami,24,Rodent Exclosure,M,33
5206,1982,DO,ordii,20,Short-term Krat Exclosure,M,38
5207,1982,DO,ordii,24,Rodent Exclosure,M,42
5208,1982,DO,ordii,1,Spectab exclosure,F,48
5209,1982,DM,merriami,11,Control,F,44
5210,1982,DM,merriami,12,Control,M,48
5214,1982,DS,spectabilis,11,Control,F,149
5216,1982,DS,spectabilis,18,Short-term Krat Exclosure,F,120
5219,1982,DM,merriami,12,Control,M,48
5221,1982,DM,merriami,12,Control,F,44
5223,1982,DM,merriami,11,Control,F,46
5226,1982,DM,merriami,11,Control,M,51
5227,1982,DM,merriami,24,Rodent Exclosure,F,30
5231,1982,DS,spectabilis,22,Control,M,133
5232,1982,DO,ordii,9,Spectab exclosure,F,44
5233,1982,DS,spectabilis,9,Spectab exclosure,F,151
5235,1982,DM,merriami,11,Control,M,44
5237,1982,DM,merriami,12,Control,M,48
5238,1982,DM,merriami,1,Spectab exclosure,M,39
5239,1982,DO,ordii,1,Spectab exclosure,M,45
5243,1982,DS,spectabilis,20,Short-term Krat Exclosure,F,190
5247,1982,DM,merriami,18,Short-term Krat Exclosure,F,27
5249,1982,DM,merriami,12,Control,M,33
5250,1982,DM,merriami,9,Spectab exclosure,F,39
5252,1982,DM,merriami,20,Short-term Krat Exclosure,F,38
5253,1982,DO,ordii,24,Rodent Exclosure,F,58
5255,1982,DM,merriami,24,Rodent Exclosure,M,46
5258,1982,DO,ordii,24,Rodent Exclosure,M,42
5259,1982,DM,merriami,22,Control,M,41
5260,1982,DM,merriami,11,Control,F,56
5263,1982,DM,merriami,18,Short-term Krat Exclosure,F,38
5265,1982,DM,merriami,11,Control,M,45
5268,1982,DM,merriami,12,Control,M,50
5270,1982,DS,spectabilis,2,Control,F,89
5274,1982,DM,merriami,4,Control,F,35
5277,1982,DM,merriami,13,Short-term Krat Exclosure,M,56
5278,1982,DM,merriami,14,Control,M,44
5282,1982,DS,spectabilis,2,Control,M,82
5283,1982,DM,merriami,5,Rodent Exclosure,F,54
5284,1982,DM,merriami,14,Control,M,38
5285,1982,DM,merriami,5,Rodent Exclosure,M,40
5286,1982,DM,merriami,14,Control,F,38
5287,1982,DM,merriami,5,Rodent Exclosure,F,42
5288,1982,DM,merriami,2,Control,M,44
5289,1982,DM,merriami,4,Control,M,41
5293,1982,DM,merriami,13,Short-term Krat Exclosure,M,49
5296,1982,DS,spectabilis,6,Short-term Krat Exclosure,F,126
5303,1982,DM,merriami,5,Rodent Exclosure,M,56
5304,1982,DS,spectabilis,17,Control,M,134
5308,1982,DM,merriami,5,Rodent Exclosure,F,41
5311,1982,DM,merriami,5,Rodent Exclosure,F,46
5316,1982,DM,merriami,4,Control,M,36
5317,1982,DM,merriami,14,Control,F,52
5318,1982,DM,merriami,4,Control,F,37
5319,1982,DM,merriami,5,Rodent Exclosure,M,51
5320,1982,DM,merriami,13,Short-term Krat Exclosure,M,54
5324,1982,DM,merriami,5,Rodent Exclosure,M,46
5327,1982,DS,spectabilis,17,Control,M,150
5332,1982,DM,merriami,17,Control,F,43
5333,1982,DM,merriami,24,Rodent Exclosure,M,38
5335,1982,DO,ordii,20,Short-term Krat Exclosure,M,46
5336,1982,DM,merriami,18,Short-term Krat Exclosure,F,38
5337,1982,DS,spectabilis,12,Control,F,122
5340,1982,DM,merriami,24,Rodent Exclosure,F,32
5341,1982,DS,spectabilis,22,Control,M,130
5347,1982,DS,spectabilis,18,Short-term Krat Exclosure,M,135
5348,1982,DM,merriami,12,Control,F,48
5354,1982,DS,spectabilis,20,Short-term Krat Exclosure,F,158
5355,1982,DM,merriami,20,Short-term Krat Exclosure,M,46
5361,1982,DM,merriami,22,Control,M,38
5363,1982,DM,merriami,17,Control,M,49
5364,1982,DO,ordii,24,Rodent Exclosure,M,48
5365,1982,DS,spectabilis,22,Control,M,154
5366,1982,DO,ordii,24,Rodent Exclosure,M,45
5367,1982,DM,merriami,12,Control,M,47
5368,1982,DM,merriami,12,Control,M,51
5369,1982,DS,spectabilis,22,Control,M,80
5370,1982,DM,merriami,12,Control,M,39
5372,1982,DM,merriami,20,Short-term Krat Exclosure,F,43
5381,1982,DM,merriami,22,Control,M,41
5383,1982,DM,merriami,12,Control,F,46
5385,1982,DM,merriami,5,Rodent Exclosure,F,42
5388,1982,DM,merriami,11,Control,M,46
5391,1982,DM,merriami,4,Control,M,41
5392,1982,DM,merriami,14,Control,M,42
5393,1982,DM,merriami,4,Control,F,41
5394,1982,DS,spectabilis,11,Control,F,108
5396,1982,DM,merriami,14,Control,F,43
5405,1982,DM,merriami,4,Control,M,47
5407,1982,DM,merriami,14,Control,M,46
5411,1982,DO,ordii,13,Short-term Krat Exclosure,M,35
5412,1982,DM,merriami,5,Rodent Exclosure,F,36
5413,1982,DS,spectabilis,6,Short-term Krat Exclosure,F,133
5414,1982,DM,merriami,14,Control,M,49
5415,1982,DO,ordii,6,Short-term Krat Exclosure,M,56
5416,1982,DM,merriami,11,Control,M,43
5418,1982,DM,merriami,4,Control,M,49
5419,1982,DM,merriami,13,Short-term Krat Exclosure,M,48
5420,1982,DM,merriami,14,Control,M,56
5422,1982,DM,merriami,4,Control,M,44
5425,1982,DM,merriami,5,Rodent Exclosure,F,39
5426,1982,DS,spectabilis,4,Control,M,128
5427,1982,DM,merriami,14,Control,F,46
5428,1982,DS,spectabilis,6,Short-term Krat Exclosure,M,107
5432,1982,DS,spectabilis,6,Short-term Krat Exclosure,M,76
5438,1982,DM,merriami,5,Rodent Exclosure,F,41
5442,1982,DS,spectabilis,13,Short-term Krat Exclosure,M,138
5443,1982,DM,merriami,14,Control,M,54
5444,1982,DM,merriami,5,Rodent Exclosure,M,51
5445,1982,DM,merriami,4,Control,M,44
5446,1982,DM,merriami,11,Control,F,44
5449,1982,DM,merriami,11,Control,M,51
5450,1982,DM,merriami,5,Rodent Exclosure,M,54
5451,1982,DM,merriami,4,Control,M,41
5452,1982,DS,spectabilis,14,Control,M,76
5453,1982,DM,merriami,5,Rodent Exclosure,F,49
5457,1982,DM,merriami,4,Control,F,41
5459,1982,DM,merriami,4,Control,M,52
5460,1982,DM,merriami,11,Control,M,45
5461,1982,DM,merriami,11,Control,M,45
5462,1982,DM,merriami,5,Rodent Exclosure,M,46
5467,1982,DS,spectabilis,2,Control,F,93
5470,1982,DS,spectabilis,8,Control,M,133
5471,1982,DS,spectabilis,2,Control,M,102
5472,1982,DS,spectabilis,2,Control,F,160
